Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Country,Player Count,5000+ Runs Scored,40+ Batting Avg,90+ Batting Strike Rate
DJ Cullen (2006-2006),2006-2006,2006,2006,5,1,1,2,2*,2,-,3,66.66,0,0,0,Australia,1,0,0,0
BR Dorey (2006-2006),2006-2006,2006,2006,4,1,0,2,2,2,2.00,8,25.00,0,0,0,Australia,1,0,0,0
WJ Edwards (1975-1975),1975-1975,1975,1975,1,1,0,2,2,2,2.00,14,14.28,0,0,0,Australia,1,0,0,0
DF Whatmore (1980-1980),1980-1980,1980,1980,1,1,0,2,2,2,2.00,6,33.33,0,0,0,Australia,1,0,0,0
MTG Elliott (1997-1997),1997-1997,1997,1997,1,1,0,1,1,1,1.00,6,16.66,0,0,0,Australia,1,0,0,0
B Laughlin (2009-2009),2009-2009,2009,2009,5,1,1,1,1*,1,-,9,11.11,0,0,0,Australia,1,0,0,0
SCG MacGill (2000-2000),2000-2000,2000,2000,3,2,1,1,1,1,1.00,3,33.33,0,0,0,Australia,1,0,0,0
JM Mennie (2016-2016),2016-2016,2016,2016,2,2,0,1,1,1,0.50,4,25.00,0,0,1,Australia,1,0,0,0
DP Nannes (2009-2009),2009-2009,2009,2009,1,1,0,1,1,1,1.00,2,50.00,0,0,0,Australia,1,0,0,0
AM Stuart (1997-1997),1997-1997,1997,1997,3,1,0,1,1,1,1.00,7,14.28,0,0,0,Australia,1,0,0,0
J Angel (1994-1995),1994-1995,1994,1995,3,1,0,0,0,0,0.00,3,0.00,0,0,1,Australia,1,0,0,0
SM Harwood (2009-2009),2009-2009,2009,2009,1,1,0,0,0,0,0.00,4,0.00,0,0,1,Australia,1,0,0,0
GR Beard (1981-1981),1981-1981,1981,1981,2,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
WM Clark (1978-1978),1978-1978,1978,1978,2,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
DJ Colley (1972-1972),1972-1972,1972,1972,1,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
AN Connolly (1971-1971),1971-1971,1971,1971,1,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
RG Holland (1985-1985),1985-1985,1985,1985,2,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
GD McKenzie (1971-1971),1971-1971,1971,1971,1,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
AA Noffke (2008-2008),2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
JS Paris (2016-2016),2016-2016,2016,2016,2,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
GS Sandhu (2015-2015),2015-2015,2015,2015,2,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
AL Thomson (1971-1971),1971-1971,1971,1971,1,-,-,-,-,-,-,-,-,-,-,-,Australia,1,0,0,0
JH Kallis (1996-2014),1996-2014,1996,2014,323,309,53,11550,139,139,45.11,15793,73.13,17,86,17,South Africa,1,1,1,0
AB de Villiers (2005-2018),2005-2018,2005,2018,223,213,39,9427,176,176,54.17,9308,101.27,25,52,7,South Africa,1,1,1,1
HH Gibbs (1996-2010),1996-2010,1996,2010,248,240,16,8094,175,175,36.13,9721,83.26,21,37,22,South Africa,1,1,0,0
HM Amla (2008-2018),2008-2018,2008,2018,169,166,11,7696,159,159,49.65,8618,89.30,26,36,4,South Africa,1,1,1,0
GC Smith (2002-2013),2002-2013,2002,2013,196,193,10,6989,141,141,38.19,8643,80.86,10,47,7,South Africa,1,1,0,0
G Kirsten (1993-2003),1993-2003,1993,2003,185,185,19,6798,188*,188,40.95,9436,72.04,13,45,11,South Africa,1,1,1,0
JN Rhodes (1992-2003),1992-2003,1992,2003,245,220,51,5935,121,121,35.11,7336,80.90,2,33,12,South Africa,1,1,0,0
WJ Cronje (1992-2000),1992-2000,1992,2000,188,175,31,5565,112,112,38.64,7277,76.47,2,39,8,South Africa,1,1,0,0
JP Duminy (2004-2018),2004-2018,2004,2018,192,174,39,5016,150*,150,37.15,5959,84.17,4,27,7,South Africa,1,1,0,0
F du Plessis (2011-2018),2011-2018,2011,2018,124,119,15,4693,185,185,45.12,5298,88.58,10,29,3,South Africa,1,0,1,0
MV Boucher (1998-2011),1998-2011,1998,2011,290,216,57,4523,147*,147,28.44,5342,84.66,1,25,16,South Africa,1,0,0,0
Q de Kock (2013-2018),2013-2018,2013,2018,98,98,5,4133,178,178,44.44,4381,94.33,13,17,2,South Africa,1,0,1,1
DJ Cullinan (1993-2000),1993-2000,1993,2000,138,133,16,3860,124,124,32.99,5492,70.28,3,23,10,South Africa,1,0,0,0
L Klusener (1996-2004),1996-2004,1996,2004,171,137,50,3576,103*,103,41.10,3977,89.91,2,19,13,South Africa,1,0,1,0
HH Dippenaar (1999-2006),1999-2006,1999,2006,101,89,14,3300,125*,125,44.00,4887,67.52,4,25,3,South Africa,1,0,1,0
SM Pollock (1996-2008),1996-2008,1996,2008,294,196,70,3193,90,90,25.34,3732,85.55,0,13,20,South Africa,1,0,0,0
DA Miller (2010-2018),2010-2018,2010,2018,112,100,28,2780,139,139,38.61,2737,101.57,5,12,8,South Africa,1,0,0,1
AC Hudson (1991-1997),1991-1997,1991,1997,89,88,1,2559,161,161,29.41,3960,64.62,2,18,6,South Africa,1,0,0,0
ND McKenzie (2000-2009),2000-2009,2000,2009,64,55,10,1688,131*,131,37.51,2432,69.40,2,10,2,South Africa,1,0,0,0
KC Wessels (1991-1994),1991-1994,1991,1994,55,54,4,1627,90,90,32.54,3143,51.76,0,12,0,South Africa,1,0,0,0
N Boje (1995-2005),1995-2005,1995,2005,113,69,18,1410,129,129,27.64,1579,89.29,2,4,2,South Africa,1,0,0,0
JM Kemp (2001-2007),2001-2007,2001,2007,79,60,18,1371,100*,100,32.64,1656,82.78,1,9,5,South Africa,1,0,0,0
PN Kirsten (1991-1994),1991-1994,1991,1994,40,40,6,1293,97,97,38.02,2308,56.02,0,9,0,South Africa,1,0,0,0
RR Rossouw (2014-2016),2014-2016,2014,2016,36,35,3,1239,132,132,38.71,1313,94.36,3,7,5,South Africa,1,0,0,1
JA Rudolph (2003-2006),2003-2006,2003,2006,43,37,6,1157,81,81,37.32,1685,68.66,0,7,0,South Africa,1,0,0,0
F Behardien (2013-2018),2013-2018,2013,2018,59,49,14,1074,70,70,30.68,1097,97.90,0,6,4,South Africa,1,0,0,1
AG Prince (2002-2007),2002-2007,2002,2007,49,38,11,940,89*,89,34.81,1382,68.01,0,2,2,South Africa,1,0,0,0
AJ Hall (1999-2007),1999-2007,1999,2007,88,56,13,905,81,81,21.04,1206,75.04,0,3,5,South Africa,1,0,0,0
DJ Richardson (1991-1998),1991-1998,1991,1998,122,77,33,868,53,53,19.72,1298,66.87,0,1,6,South Africa,1,0,0,0
CA Ingram (2010-2013),2010-2013,2010,2013,31,29,3,843,124,124,32.42,1024,82.32,3,3,5,South Africa,1,0,0,0
BM McMillan (1991-1998),1991-1998,1991,1998,78,52,16,841,127,127,23.36,1147,73.32,1,0,3,South Africa,1,0,0,0
JA Morkel (2004-2012),2004-2012,2004,2012,56,41,10,760,97,97,24.51,750,101.33,0,2,1,South Africa,1,0,0,1
PL Symcox (1993-1999),1993-1999,1993,1999,80,54,13,694,61,61,16.92,830,83.61,0,3,6,South Africa,1,0,0,0
J Botha (2005-2012),2005-2012,2005,2012,76,48,17,578,46,46,18.64,693,83.40,0,0,2,South Africa,1,0,0,0
MJR Rindel (1994-1999),1994-1999,1994,1999,22,22,1,575,106,106,27.38,860,66.86,1,2,1,South Africa,1,0,0,0
RJ Peterson (2002-2014),2002-2014,2002,2014,79,41,14,556,68,68,20.59,688,80.81,0,1,4,South Africa,1,0,0,0
AP Kuiper (1991-1996),1991-1996,1991,1996,25,23,7,539,63*,63,33.68,662,81.41,0,3,0,South Africa,1,0,0,0
WD Parnell (2009-2017),2009-2017,2009,2017,65,38,14,508,56,56,21.16,648,78.39,0,1,3,South Africa,1,0,0,0
AN Petersen (2006-2013),2006-2013,2006,2013,21,19,1,504,80,80,28.00,610,82.62,0,4,0,South Africa,1,0,0,0
DJ Callaghan (1992-2000),1992-2000,1992,2000,29,25,6,493,169*,169,25.94,726,67.90,1,0,2,South Africa,1,0,0,0
R McLaren (2009-2014),2009-2014,2009,2014,54,41,15,485,71*,71,18.65,680,71.32,0,1,3,South Africa,1,0,0,0
MN van Wyk (2003-2015),2003-2015,2003,2015,17,17,1,425,82,82,26.56,617,68.88,0,4,2,South Africa,1,0,0,0
AK Markram (2017-2018),2017-2018,2017,2018,16,16,0,407,66,66,25.43,462,88.09,0,1,1,South Africa,1,0,0,0
CH Morris (2013-2018),2013-2018,2013,2018,34,23,3,393,62,62,19.65,404,97.27,0,1,0,South Africa,1,0,0,0
DW Steyn (2006-2018),2006-2018,2006,2018,119,48,12,361,60,60,10.02,545,66.23,0,1,7,South Africa,1,0,0,0
RP Snell (1991-1996),1991-1996,1991,1996,42,28,8,322,63,63,16.10,330,97.57,0,2,1,South Africa,1,0,0,0
DM Benkenstein (1998-2002),1998-2002,1998,2002,23,20,3,305,69,69,17.94,463,65.87,0,1,3,South Africa,1,0,0,0
LE Bosman (2006-2010),2006-2010,2006,2010,13,11,0,299,88,88,27.18,293,102.04,0,2,2,South Africa,1,0,0,0
DN Crookes (1994-2000),1994-2000,1994,2000,32,23,3,296,54,54,14.80,412,71.84,0,1,3,South Africa,1,0,0,0
AL Phehlukwayo (2016-2018),2016-2018,2016,2018,34,21,10,296,42*,42,26.90,333,88.88,0,0,2,South Africa,1,0,0,0
AM Bacher (1997-2005),1997-2005,1997,2005,13,13,0,270,56,56,20.76,469,57.56,0,1,0,South Africa,1,0,0,0
H Klaasen (2018-2018),2018-2018,2018,2018,12,12,2,251,59,59,25.10,290,86.55,0,1,0,South Africa,1,0,0,0
RR Hendricks (2018-2018),2018-2018,2018,2018,9,9,0,244,102,102,27.11,311,78.45,1,1,1,South Africa,1,0,0,0
M Morkel (2007-2018),2007-2018,2007,2018,114,45,17,239,32*,32,8.53,321,74.45,0,0,9,South Africa,1,0,0,0
EO Simons (1994-1995),1994-1995,1994,1995,23,18,4,217,24,24,15.50,295,73.55,0,0,1,South Africa,1,0,0,0
M Ntini (1998-2009),1998-2009,1998,2009,172,46,23,199,42*,42,8.65,298,66.77,0,0,9,South Africa,1,0,0,0
K Rabada (2015-2018),2015-2018,2015,2018,57,22,10,198,26,26,16.50,256,77.34,0,0,1,South Africa,1,0,0,0
JL Ontong (2001-2012),2001-2012,2001,2012,27,15,2,184,32,32,14.15,265,69.43,0,0,0,South Africa,1,0,0,0
PS de Villiers (1992-1997),1992-1997,1992,1997,83,36,15,170,20*,20,8.09,218,77.98,0,0,7,South Africa,1,0,0,0
T Bavuma (2016-2017),2016-2017,2016,2017,2,2,0,161,113,113,80.50,170,94.70,1,0,0,South Africa,1,0,0,0
VD Philander (2007-2015),2007-2015,2007,2015,30,19,7,151,30*,30,12.58,213,70.89,0,0,3,South Africa,1,0,0,0
K Zondo (2018-2018),2018-2018,2018,2018,5,5,1,142,54,54,35.50,224,63.39,0,1,0,South Africa,1,0,0,0
CR Matthews (1991-1997),1991-1997,1991,1997,56,22,9,141,26,26,10.84,202,69.80,0,0,3,South Africa,1,0,0,0
Imran Tahir (2011-2018),2011-2018,2011,2018,91,30,13,140,29,29,8.23,197,71.06,0,0,4,South Africa,1,0,0,0
A Nel (2001-2008),2001-2008,2001,2008,79,22,12,127,30*,30,12.70,166,76.50,0,0,2,South Africa,1,0,0,0
M van Jaarsveld (2002-2004),2002-2004,2002,2004,11,7,1,124,45,45,20.66,169,73.37,0,0,1,South Africa,1,0,0,0
RK Kleinveldt (2013-2013),2013-2013,2013,2013,10,7,0,105,43,43,15.00,124,84.67,0,0,1,South Africa,1,0,0,0
D Elgar (2012-2018),2012-2018,2012,2018,8,7,1,104,42,42,17.33,177,58.75,0,0,0,South Africa,1,0,0,0
D Wiese (2015-2016),2015-2016,2015,2016,6,6,1,102,41*,41,20.40,115,88.69,0,0,0,South Africa,1,0,0,0
D Pretorius (2016-2018),2016-2018,2016,2018,14,7,1,101,50,50,16.83,113,89.38,0,1,1,South Africa,1,0,0,0
S Elworthy (1998-2002),1998-2002,1998,2002,39,16,8,100,23,23,12.50,160,62.50,0,0,3,South Africa,1,0,0,0
AA Donald (1991-2003),1991-2003,1991,2003,164,40,18,95,13,13,4.31,279,34.05,0,0,12,South Africa,1,0,0,0
GFJ Liebenberg (1995-1998),1995-1998,1995,1998,4,4,0,94,39,39,23.50,199,47.23,0,0,0,South Africa,1,0,0,0
JJ van der Wath (2006-2007),2006-2007,2006,2007,10,8,2,89,37*,37,14.83,70,127.14,0,0,3,South Africa,1,0,0,0
GH Bodi (2007-2007),2007-2007,2007,2007,2,2,0,83,51,51,41.50,132,62.87,0,1,0,South Africa,1,0,0,0
LJ Koen (1997-2000),1997-2000,1997,2000,5,5,0,82,28,28,16.40,169,48.52,0,0,1,South Africa,1,0,0,0
AM Phangiso (2013-2016),2013-2016,2013,2016,21,13,2,81,20,20,7.36,162,50.00,0,0,3,South Africa,1,0,0,0
MW Rushmere (1992-1992),1992-1992,1992,1992,4,4,0,78,35,35,19.50,174,44.82,0,0,0,South Africa,1,0,0,0
KJ Abbott (2013-2016),2013-2016,2013,2016,28,13,4,76,23,23,8.44,126,60.31,0,0,1,South Africa,1,0,0,0
CK Langeveldt (2001-2010),2001-2010,2001,2010,72,21,10,73,12,12,6.63,124,58.87,0,0,1,South Africa,1,0,0,0
R Telemachus (1998-2006),1998-2006,1998,2006,37,15,3,73,29,29,6.08,94,77.65,0,0,2,South Africa,1,0,0,0
AC Dawson (1998-2004),1998-2004,1998,2004,19,7,4,69,23*,23,23.00,67,102.98,0,0,0,South Africa,1,0,0,0
SJ Cook (1991-1993),1991-1993,1991,1993,4,4,0,67,35,35,16.75,118,56.77,0,0,1,South Africa,1,0,0,0
PR Adams (1996-2003),1996-2003,1996,2003,24,9,5,66,33*,33,16.50,124,53.22,0,0,2,South Africa,1,0,0,0
ELR Stewart (1993-2002),1993-2002,1993,2002,6,6,2,61,23*,23,15.25,116,52.58,0,0,0,South Africa,1,0,0,0
PWA Mulder (2017-2018),2017-2018,2017,2018,7,7,3,57,19*,19,14.25,78,73.07,0,0,0,South Africa,1,0,0,0
LL Tsotsobe (2009-2013),2009-2013,2009,2013,61,21,13,56,16*,16,7.00,109,51.37,0,0,3,South Africa,1,0,0,0
SJ Palframan (1996-1996),1996-1996,1996,1996,7,4,0,55,28,28,13.75,80,68.75,0,0,0,South Africa,1,0,0,0
MW Pringle (1992-1994),1992-1994,1992,1994,17,8,3,48,13*,13,9.60,56,85.71,0,0,1,South Africa,1,0,0,0
PC Strydom (2000-2000),2000-2000,2000,2000,10,8,3,48,34,34,9.60,94,51.06,0,0,1,South Africa,1,0,0,0
RE van der Merwe (2009-2010),2009-2010,2009,2010,13,7,3,39,12,12,9.75,41,95.12,0,0,1,South Africa,1,0,0,0
L Ngidi (2018-2018),2018-2018,2018,2018,13,6,5,34,19*,19,34.00,44,77.27,0,0,0,South Africa,1,0,0,0
RE Bryson (1997-1997),1997-1997,1997,1997,7,4,3,32,17*,17,32.00,25,128.00,0,0,0,South Africa,1,0,0,0
C Jonker (2018-2018),2018-2018,2018,2018,2,2,0,31,25,25,15.50,33,93.93,0,0,0,South Africa,1,0,0,0
M Yachad (1991-1991),1991-1991,1991,1991,1,1,0,31,31,31,31.00,77,40.25,0,0,0,South Africa,1,0,0,0
CEB Rice (1991-1991),1991-1991,1991,1991,3,2,0,26,14,14,13.00,37,70.27,0,0,0,South Africa,1,0,0,0
TG Shaw (1991-1994),1991-1994,1991,1994,9,6,4,26,17*,17,13.00,35,74.28,0,0,1,South Africa,1,0,0,0
KA Maharaj (2017-2018),2017-2018,2017,2018,4,2,0,25,17,17,12.50,26,96.15,0,0,0,South Africa,1,0,0,0
N Pothas (2000-2000),2000-2000,2000,2000,3,1,0,24,24,24,24.00,41,58.53,0,0,0,South Africa,1,0,0,0
J Louw (2008-2008),2008-2008,2008,2008,3,1,0,23,23,23,23.00,7,328.57,0,0,0,South Africa,1,0,0,0
O Henry (1992-1992),1992-1992,1992,1992,3,3,1,20,11,11,10.00,26,76.92,0,0,0,South Africa,1,0,0,0
S Abrahams (2000-2000),2000-2000,2000,2000,1,1,1,16,16*,16,-,26,61.53,0,0,0,South Africa,1,0,0,0
M Hayward (1998-2002),1998-2002,1998,2002,21,5,1,12,4,4,3.00,28,42.85,0,0,1,South Africa,1,0,0,0
VB van Jaarsveld (2009-2009),2009-2009,2009,2009,2,2,0,9,5,5,4.50,15,60.00,0,0,0,South Africa,1,0,0,0
CJ Dala (2018-2018),2018-2018,2018,2018,2,2,1,8,5,5,8.00,6,133.33,0,0,0,South Africa,1,0,0,0
H Davids (2013-2013),2013-2013,2013,2013,2,2,0,8,7,7,4.00,24,33.33,0,0,0,South Africa,1,0,0,0
HS Williams (1999-2000),1999-2000,1999,2000,7,2,1,8,7,7,8.00,11,72.72,0,0,0,South Africa,1,0,0,0
SD Jack (1994-1995),1994-1995,1994,1995,2,2,0,7,6,6,3.50,8,87.50,0,0,0,South Africa,1,0,0,0
CE Eksteen (1991-1994),1991-1994,1991,1994,6,2,2,6,6*,6,-,25,24.00,0,0,0,South Africa,1,0,0,0
DB Rundle (1994-1994),1994-1994,1994,1994,2,2,0,6,6,6,3.00,11,54.54,0,0,1,South Africa,1,0,0,0
DJ Terbrugge (2000-2000),2000-2000,2000,2000,4,2,1,5,5,5,5.00,14,35.71,0,0,0,South Africa,1,0,0,0
J Theron (2010-2010),2010-2010,2010,2010,4,1,0,5,5,5,5.00,5,100.00,0,0,0,South Africa,1,0,0,0
PJR Steyn (1995-1995),1995-1995,1995,1995,1,1,0,4,4,4,4.00,14,28.57,0,0,0,South Africa,1,0,0,0
M Zondeki (2002-2008),2002-2008,2002,2008,11,2,2,4,3*,3,-,3,133.33,0,0,0,South Africa,1,0,0,0
CJPG van Zyl (1992-1992),1992-1992,1992,1992,2,2,1,3,3*,3,3.00,11,27.27,0,0,1,South Africa,1,0,0,0
MS Tshabalala (2007-2007),2007-2007,2007,2007,4,1,1,2,2*,2,-,3,66.66,0,0,0,South Africa,1,0,0,0
PV Mpitsang (1999-1999),1999-1999,1999,1999,2,1,1,1,1*,1,-,1,100.00,0,0,0,South Africa,1,0,0,0
GJP Kruger (2006-2006),2006-2006,2006,2006,3,2,1,0,0*,0,0.00,10,0.00,0,0,1,South Africa,1,0,0,0
AG Puttick (2005-2005),2005-2005,2005,2005,1,1,0,0,0,0,0.00,5,0.00,0,0,1,South Africa,1,0,0,0
T Shamsi (2016-2018),2016-2018,2016,2018,11,3,2,0,0*,0,0.00,2,0.00,0,0,1,South Africa,1,0,0,0
CM Willoughby (2000-2003),2000-2003,2000,2003,3,2,0,0,0,0,0.00,4,0.00,0,0,2,South Africa,1,0,0,0
T Bosch (1992-1992),1992-1992,1992,1992,2,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
M de Lange (2012-2016),2012-2016,2012,2016,4,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
PL Harris (2008-2008),2008-2008,2008,2008,3,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
CW Henderson (2001-2001),2001-2001,2001,2001,4,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
JC Kent (2002-2002),2002-2002,2002,2002,2,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
D Paterson (2017-2017),2017-2017,2017,2017,3,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
BN Schultz (1992-1992),1992-1992,1992,1992,1,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
M Shezi (2014-2014),2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,South Africa,1,0,0,0
BC Lara (1990-2007),1990-2007,1990,2007,295,285,32,10348,169,169,40.90,12996,79.62,19,62,14,West Indies,1,1,1,0
CH Gayle (1999-2018),1999-2018,1999,2018,281,276,17,9672,215,215,37.34,11274,85.79,23,48,23,West Indies,1,1,0,0
S Chanderpaul (1994-2011),1994-2011,1994,2011,268,251,40,8778,150,150,41.60,12408,70.74,11,59,6,West Indies,1,1,1,0
DL Haynes (1978-1994),1978-1994,1978,1994,238,237,28,8648,152*,152,41.37,13707,63.09,17,57,13,West Indies,1,1,1,0
IVA Richards (1975-1991),1975-1991,1975,1991,187,167,24,6721,189*,189,47.00,7451,90.20,11,45,7,West Indies,1,1,1,1
RB Richardson (1983-1996),1983-1996,1983,1996,224,217,30,6248,122,122,33.41,9801,63.74,5,44,8,West Indies,1,1,0,0
RR Sarwan (2000-2013),2000-2013,2000,2013,181,169,33,5804,120*,120,42.67,7663,75.74,5,38,8,West Indies,1,1,1,0
CL Hooper (1987-2003),1987-2003,1987,2003,227,206,43,5761,113*,113,35.34,7517,76.63,7,29,7,West Indies,1,1,0,0
MN Samuels (2000-2018),2000-2018,2000,2018,207,196,26,5606,133*,133,32.97,7463,75.11,10,30,11,West Indies,1,1,0,0
CG Greenidge (1975-1991),1975-1991,1975,1991,128,127,13,5134,133*,133,45.03,7908,64.92,11,31,3,West Indies,1,1,1,0
PV Simmons (1987-1999),1987-1999,1987,1999,143,138,11,3675,122,122,28.93,5407,67.96,5,18,14,West Indies,1,0,0,0
DJ Bravo (2004-2014),2004-2014,2004,2014,164,141,24,2968,112*,112,25.36,3606,82.30,2,10,11,West Indies,1,0,0,0
WW Hinds (1999-2010),1999-2010,1999,2010,119,111,10,2880,127*,127,28.51,4393,65.55,5,14,8,West Indies,1,0,0,0
AL Logie (1981-1993),1981-1993,1981,1993,158,133,36,2809,109*,109,28.95,3801,73.90,1,14,13,West Indies,1,0,0,0
DM Bravo (2009-2018),2009-2018,2009,2018,97,94,10,2651,124,124,31.55,3834,69.14,3,17,7,West Indies,1,0,0,0
KA Pollard (2007-2016),2007-2016,2007,2016,101,95,6,2289,119,119,25.71,2464,92.89,3,9,12,West Indies,1,0,0,1
SL Campbell (1994-2001),1994-2001,1994,2001,90,87,0,2283,105,105,26.24,3853,59.25,2,14,9,West Indies,1,0,0,0
JC Adams (1992-2001),1992-2001,1992,2001,127,105,28,2204,82,82,28.62,3614,60.98,0,14,7,West Indies,1,0,0,0
D Ramdin (2005-2016),2005-2016,2005,2016,139,110,22,2200,169,169,25.00,2738,80.35,2,8,4,West Indies,1,0,0,0
RL Powell (1999-2005),1999-2005,1999,2005,109,100,16,2085,124,124,24.82,2157,96.66,1,8,8,West Indies,1,0,0,1
CH Lloyd (1973-1985),1973-1985,1973,1985,87,69,19,1977,102,102,39.54,2434,81.22,1,11,1,West Indies,1,0,0,0
LMP Simmons (2006-2015),2006-2015,2006,2015,68,65,3,1958,122,122,31.58,2680,73.05,2,16,9,West Indies,1,0,0,0
PJL Dujon (1981-1991),1981-1991,1981,1991,169,120,36,1945,82*,82,23.15,2881,67.51,0,6,8,West Indies,1,0,0,0
KLT Arthurton (1988-1999),1988-1999,1988,1999,105,93,20,1904,84,84,26.08,2822,67.46,0,9,12,West Indies,1,0,0,0
DJG Sammy (2004-2015),2004-2015,2004,2015,126,105,30,1871,89,89,24.94,1870,100.05,0,9,4,West Indies,1,0,0,1
RD Jacobs (1996-2004),1996-2004,1996,2004,147,112,32,1865,80*,80,23.31,2662,70.06,0,9,11,West Indies,1,0,0,0
SD Hope (2016-2018),2016-2018,2016,2018,44,41,6,1662,146*,146,47.48,2320,71.63,4,7,4,West Indies,1,0,1,0
SC Williams (1994-1999),1994-1999,1994,1999,57,55,6,1586,105*,105,32.36,2402,66.02,1,12,6,West Indies,1,0,0,0
DR Smith (2004-2015),2004-2015,2004,2015,105,89,5,1560,97,97,18.57,1683,92.69,0,8,14,West Indies,1,0,0,1
RS Morton (2002-2010),2002-2010,2002,2010,56,51,6,1519,110*,110,33.75,2289,66.36,2,10,7,West Indies,1,0,0,0
JO Holder (2013-2018),2013-2018,2013,2018,85,70,17,1423,99*,99,26.84,1521,93.55,0,7,8,West Indies,1,0,0,1
HA Gomes (1978-1987),1978-1987,1978,1987,83,64,15,1415,101,101,28.87,2578,54.88,1,6,5,West Indies,1,0,0,0
J Charles (2012-2016),2012-2016,2012,2016,48,48,0,1283,130,130,26.72,1531,83.80,2,4,7,West Indies,1,0,0,0
DS Smith (2003-2013),2003-2013,2003,2013,47,45,2,1059,107,107,24.62,1506,70.31,1,5,4,West Indies,1,0,0,0
E Lewis (2016-2018),2016-2018,2016,2018,35,32,1,1010,176*,176,32.58,1227,82.31,2,3,1,West Indies,1,0,0,0
KOA Powell (2009-2018),2009-2018,2009,2018,46,44,0,1005,83,83,22.84,1278,78.63,0,9,4,West Indies,1,0,0,0
AD Russell (2011-2018),2011-2018,2011,2018,52,44,9,998,92*,92,28.51,765,130.45,0,4,5,West Indies,1,0,0,1
MD Marshall (1980-1992),1980-1992,1980,1992,136,83,19,955,66,66,14.92,1246,76.64,0,2,5,West Indies,1,0,0,0
RA Harper (1983-1996),1983-1996,1983,1996,105,73,20,855,45*,45,16.13,1162,73.58,0,0,5,West Indies,1,0,0,0
D Ganga (1999-2006),1999-2006,1999,2006,35,34,1,843,71,71,25.54,1414,59.61,0,9,5,West Indies,1,0,0,0
AI Kallicharran (1973-1981),1973-1981,1973,1981,31,28,4,826,78,78,34.41,1329,62.15,0,6,0,West Indies,1,0,0,0
SO Hetmyer (2017-2018),2017-2018,2017,2018,20,20,0,758,127,127,37.90,709,106.91,3,2,1,West Indies,1,0,0,1
PA Wallace (1991-2000),1991-2000,1991,2000,33,33,0,701,103,103,21.24,1151,60.90,1,2,4,West Indies,1,0,0,0
N Deonarine (2005-2015),2005-2015,2005,2015,31,29,3,682,65*,65,26.23,989,68.95,0,4,0,West Indies,1,0,0,0
JR Murray (1992-1999),1992-1999,1992,1999,55,36,6,678,86,86,22.60,929,72.98,0,5,4,West Indies,1,0,0,0
R Powell (2016-2018),2016-2018,2016,2018,34,31,3,670,101,101,23.92,806,83.12,1,2,2,West Indies,1,0,0,0
CEL Ambrose (1988-2000),1988-2000,1988,2000,176,96,36,639,31*,31,10.65,985,64.87,0,0,13,West Indies,1,0,0,0
SFAF Bacchus (1978-1983),1978-1983,1978,1983,29,26,3,612,80*,80,26.60,928,65.94,0,3,2,West Indies,1,0,0,0
RIC Holder (1993-1997),1993-1997,1993,1997,37,31,6,599,65,65,23.96,876,68.37,0,2,4,West Indies,1,0,0,0
JN Mohammed (2011-2018),2011-2018,2011,2018,28,24,1,551,91*,91,23.95,795,69.30,0,4,2,West Indies,1,0,0,0
JL Carter (2015-2017),2015-2017,2015,2017,28,25,2,524,54,54,22.78,764,68.58,0,3,1,West Indies,1,0,0,0
CS Baugh (2003-2012),2003-2012,2003,2012,47,35,11,482,49,49,20.08,719,67.03,0,0,2,West Indies,1,0,0,0
CA Best (1986-1992),1986-1992,1986,1992,24,23,4,473,100,100,24.89,690,68.55,1,2,2,West Indies,1,0,0,0
AC Cummins (1991-1995),1991-1995,1991,1995,63,41,11,459,44*,44,15.30,551,83.30,0,0,3,West Indies,1,0,0,0
CO Browne (1995-2005),1995-2005,1995,2005,46,32,8,415,46*,46,17.29,590,70.33,0,0,3,West Indies,1,0,0,0
IR Bishop (1988-1997),1988-1997,1988,1997,84,44,19,405,33*,33,16.20,776,52.19,0,0,3,West Indies,1,0,0,0
